,fluxes
AIRC2,0.034251034385622936
AIRC3,-0.034251034385622936
AKGDH,0.08532709185330431
AKGDa,1.5349222443850987
AKGDb_copy1,0.0
AKGt2rpp,0.0
AKGtex,0.0
ALAALAabcpp,0.0006170032699584961
ALAALAr,0.003203116882324219
ALAALAtex,0.0
ALAGLUabcpp,0.0
ALAHISabcpp,0.0
ALAHIStex,0.0
ALALEUabcpp,0.0
ALALEUtex,0.0
ALAR,0.0058218350353669655
ALATA_L,-0.121263984157806
ALATHRabcpp,0.0
ALATHRtex,0.0
ALATRPabcpp,0.0
ALATRPtex,0.0
ALATRS,0.0012524417449951174
ALAabcpp,0.0
ALAt2pp,0.0
ALAt4pp,0.0
ALAtex,0.0
ALCD19,6.92299058618603e-05
ALCD2x,0.0
ALCDpp,0.0
ALDD1,6.495425760819677e-05
ALDD19xr,0.0
ALDD20x,0.0
ALDD2x,0.0
ALDD31,0.007493582870022309
ALDD3y_copy1,0.0
ALDD4,0.0
ALGAC1,0.0
ALGAC2,0.0
ALGAC3,0.0
ALGAC4,0.0
ALGAC5,0.0
ALGE1,0.0
ALGE2,0.0
ALGE3,0.0
ALGE4,0.0
ALGE5,0.0
ALGE6,0.0
ALGE7,0.0
ALGE8,0.0
ASPTA,-0.4237021763840779
ASPTRS,0.0
ASPabcpp,0.0
ASPt2pp,0.0
ASPtex,0.0
ASR,0.0
AST,0.0
ATHRDHr,3.2146233113779636e-05
ATPHs,0.0
ATPPRT,0.017081077575236935
ATPS4rpp,11.61781380323671
BACCL,3.21175838470459e-05
BALAALAabcpp,0.0
BALAALAtex,0.0
BALABALAabcpp,0.0
BALABALAtex,0.0
BALAGLYabcpp,0.0
BALAGLYtex,0.0
BALALEUabcpp,0.0
BALALEUtex,0.0
BALAMDAH,0.0
BALAt2pp,0.0
BALAtex,0.0
BDH,0.0
BETALDHx,0.0
BETALDHy,0.0
BGLApp,0.0
BHBtpp,0.0
BILIVERDtex,0.0
BILIVERDtpp,0.0
BLAMDabcpp,0.0
BLAMDtex,0.0
BLUB,3.2146233113779636e-05
BMOCOS,3.21175838470459e-05
BMOGDS1,3.21175838470459e-05
BMOGDS2,3.21175838470459e-05
BPNT,0.0
BTDD_RR,0.0
BTDDtex,0.0
BTDDtpp,0.0
BTNt2ipp,0.0
BTNtex,0.0
BTS5,3.247710881470998e-05
BUP,0.0
BUTSO3abcpp,0.0
BUTSO3tex,0.0
BWCOGDS1,0.0
BWCOGDS2,0.0
BWCOS,0.0
BZ12DOX,1.96
BZALDH,0.0
DGUDBUTNtex,0.0
CHOLt4ipp,0.0
CHORM,0.054372531531106216
CHORS,0.06314252428171706
CHORt2rpp,0.0
CHORtex,0.0
CHRPL,0.0
CINNMCOAH,0.0
CINNMtex,0.0
CINNMtpp,0.0
CITt4pp_1,0.0
CITt_kt,0.0
CITtex,0.0
CLPNH120pp,0.0
CLPNH140pp,0.0
CLPNH141pp,0.0
CLPNH160pp,0.0
CLPNH161pp,0.0
CLPNH180pp,0.0
CLPNH181pp,0.0
CLPNS120pp,0.0
CLPNS140pp,2.5924507141113284e-06
CLPNS141pp,0.0
CLPNS160pp,8.32464729309082e-05
CLPNS161pp,0.0004137839389801026
CLPNS180pp,2.7652807617187504e-05
CLPNS181pp,0.00018852877693176272
CLt3_2pp,0.0
CLtex,0.0
CMCBTFR1,0.0
CMCBTFR2,0.0
CMCBTFabcpp,0.0
CMCBTFexs,0.0
CMCBTFtex,0.0
CMCBTFtonex,0.0
CMCBTFtpp,0.0
CYTOM,0.0
CMt2ex,0.0
CMt2ppi,0.0
CMtex,0.0
CMtexabc,0.0
CMtpp,0.0
CO2tex,-7.511683292381332
CO2tpp,-7.511683292381332
COALCDH,0.0
COALDDH,0.0
COBALT2t3pp,0.0
COBALT2tex,3.238100195651877e-05
COBALT2tpp,3.238100195651877e-05
COBALTt4pp,0.0
R05217_nad,3.2146233113779636e-05
COCHL,3.2146233113779636e-05
COCOAHA,0.0
COLIPAabcpp_kt,0.0012524417449951174
CONFRLtex,0.0
CONFRLtpp,0.0
COt_1,0.0
Cotpp,0.0
CPH4S,8.372960270063238e-06
CPMPS,9.63527515411377e-05
CPPPGO,8.591143294417061e-05
DAAD11,0.0
DAAD12,0.0
DAAD2,0.0
DAAD3,0.0
DAAD4,0.0
DAAD5,0.0
PHET,0.0
DAAD7,0.0
DAAD8,0.0
DABAAT2,-3.21175838470459e-05
DADA,0.0
DADK,0.0
DAGK120,0.0
DAGK140,0.0
DAGK141,0.0
DAGK160,0.0
DAGK161,0.0012524417449951174
DAGK180,0.0
DAGK181,0.0
DAGLIPA160ex,0.0
DAGLIPA180ex,0.0
DAGLIPA181d9ex,0.0
DAGLIPA182d9d12ex,0.0
DALAALAD,0.0
DALADALAD,0.0
DALAGLYD,0.0
DALALEUD,0.0
DALAabcpp,0.0
DALAt2pp,0.003203116882324219
DALAtex,0.0
DAPAT,0.0
DAPDC,0.05030629798492788
DAPE,0.0541264181372106
DAPabcpp,0.0
DAPtex,0.0
DARGabcpp,0.0
DARGtex,0.0
DASNabcpp,0.0
DASNtex,0.0
DASYN120,0.0
DASYN140,6.121064186096191e-05
DASYN141,0.0
DASYN160,0.0019287833312988283
DASYN161,0.010926459634780885
DASYN180,0.0006416315517425538
DASYN181,0.004367127252960205
DATPHs,0.0
DB4PS,0.00021497568052849308
DBTS,3.247710881470998e-05
DCAtex,0.0
DCTPD,0.0
DCTPD2,0.0
DDCAtexi,0.0
DDGLK,0.0
DDPA,0.06314252428171706
DESATPE160,0.0
DESATPG160,0.0
DGBUTNH,0.0
DGK1,0.0
DNMPPA,0.0001605879192352295
DNTAep,0.0
DNTPPA,0.0001605879192352295
DOPAtex,0.0
DOPAtpp,0.0
DOPDH,0.0
DORNabcpp,0.0
DORNtex,0.0
DPCOAK,8.281439781188965e-05
DPHEt2rpp,0.0
DPHEtex,0.0
DPR,8.392572063510674e-05
DPROabcpp,0.0
DPROtex,0.0
DSBAO1,0.0
DSBCGT,0.0
DSBDR,0.0
DSBGGT,0.0
DSERt2pp,0.0
DSERtex,0.0
DTMPK,0.0053206583770784265
DTYRt2rpp,0.0
DTYRtex,0.0
DURAD,-8.392572063510674e-05
DURAD2,0.0
DUTPDP,0.0
DVALabcpp,0.0
DVALtex,0.0
DXPRIi,0.0004729427510419599
DXPS,0.0005379661427143145
D_LACt2pp,0.0
D_LACtex,0.0
E4PD,3.26798017753413e-05
EAR100y,0.005009779313871234
EAR120y,0.0025048850317250385
EAR121y,0.033345753651923854
EAR140y,0.005263270105225106
EAR141y,0.028082398211198335
EAR160y,0.005140836089576039
EAR161y,0.028082329073381356
EAR180y,0.0012832638933227972
EAR181y,0.008734259881780889
EAR40y,0.040892916564560636
EAR60y,0.04089281588772528
EAR80y,0.040892715211137784
HBCE,0.0
ECOAH1,0.0
ECOAH12,0.0
ECOAH14,0.0
ECOAH15,0.0
ECOAH16,0.0
ECOAH17,0.0
ECOAH18,0.0
ECOAH19,0.0
ECOAH2,0.0
3HAD161,0.028082346357819643
3HAD180,0.0012832646831609732
3HAD181,0.008734265257644674
3HAD40,0.040892941733808204
3HAD60,0.04089284105691088
3HAD80,0.04089274038026142
HBCHLR,0.0
3HBCOAHL,0.0
3HLYTCL,0.0
3MBZALDH,0.0
3MBZDH,0.0
3MBt2pp,0.0
3MBtex,0.0
3MCAT23DOX,0.0
3OADPCOAT,1.9600002260060498
3OAR100,0.04086054730885803
3OAR120,0.005009773146922531
3OAR121,0.03334579470000053
3OAR140,0.0
3OAR141,0.03334571260389771
3OAR160,0.005140842417861078
3OAR161,0.028082363642268567
3OAR180,0.0012832654729996351
3OAR181,0.00873427063351177
3OAR40,0.04089296690317678
3OAR60,0.040892866226111976
3OAR80,0.04089276554940055
3OAS100,0.040860572458182594
3OAS120,0.005009776230395934
3OAS121,0.033345815224057815
3OAS140,0.0
3OAS141,0.03334573312790447
3OAS160,0.005140845582006519
3OAS161,0.028082380926728132
3OAS180,0.0012832662628387834
3OAS181,0.008734276009382175
3OAS60,0.040892891395328555
3OAS80,0.040892790718555165
3OXCOAT,1.9600002260060498
3OXOADPt_ex,0.0
3OXOADPt_pp,0.0
3PQQS,3.21175838470459e-05
3_4DHBZ1t_pp,0.0
3_4DHBZt2,0.0
4ABUTabcpp,0.0
4CMCOAS,0.0
4CMLCL_kt,2.2600604997271295e-07
4HBADH,3.2343589897018614e-05
4HBHYOX,2.2600604997271295e-07
4HBZtex,0.0
4HDPROO,0.0
4HPRODCabcpp,0.0
4HPRODCtex,0.0
4HPROE,0.0
4HPROLTabcpp,0.0
4HPROLTtex,0.0
4HTHRS,0.0
4MBZALDH,0.0
4MBZDH,0.0
4MCAT23DOX,0.0
4OD,0.0
dpm_import,1.9380821080150065e-10
hemeD_synthesis,0.0
SPMPS,0.0
APCS,0.0
MTAN,8.502337667392402e-06
5MTRtpp,8.502337667392402e-06
5MTRtex,-8.502337667392402e-06
14BUTOL,0.0
14BDAL,0.0
4HPPTPP,0.0
BUT1OATE,0.0
HBSUCC,0.0
HYSUCC,0.0
ACSUCC,0.0
HYBUAC,0.0
HBCOA,0.0
HBCROA,0.0
HYBUT,0.0
43RYLKETO,0.0
GLYACE,0.0
GLYCOA,0.0
ASPTRA_a,0.00302647041785889
ASPTRA_b,0.03236983757141142
dummy_reaction,6.040294523828289e-07
DM_5drib_c,9.671227650880178e-05
DM_amob_c,3.247710881470998e-05
DM_C100aPHA_c,0.0
DM_C100pPHA_c,0.0
DM_C101PAH_c,0.0
DM_C120aPHA_c,0.0
DM_C121aPHA_c,0.0
DM_C121d6PHA_c,0.0
DM_C140aPHA_c,0.0
DM_C141aPHA_c,0.0
DM_C141d5PHA_c,0.0
DM_C142PHA_c,0.0
DM_C40aPHA_c,0.0
DM_C40atPHA_c,0.0
DM_C40pPHA_c,0.0
DM_C50aPHA_c,0.0
DM_C50pPHA_c,0.0
DM_C60aPHA_c,0.0
DM_C60atPHA_c,0.0
DM_C60pPHA_c,0.0
EX_12dgr160_e,0.0
EX_12dgr180_e,0.0
EX_13dampp_e,0.0
EX_15dap_e,0.0
EX_1ag160_e,0.0
EX_1ag180_e,0.0
EX_1ag181d9_e,0.0
EX_1ag182d9d12_e,0.0
EX_25dkglcn_e,0.0
EX_26dap__M_e,0.0
EX_AEP_e,0.0
EX_2ddglcn_e,0.0
EX_2dhglcn_e,0.0
EX_2m35mdntha_e,0.0
EX_34dhbz_e,0.0
EX_34dhcinm_e,0.0
EX_34dhphe_e,0.0
EX_35dnta_e,0.0
EX_3h4atb_e,0.0
EX_3mb_e,0.0
EX_btd_RR_e,0.0
EX_btn_e,0.0
EX_butso3_e,0.0
EX_bz_e,-1.96
EX_ca2_e,-5.543627505300701e-11
EX_carn_e,0.0
EX_catechol_e,0.0
EX_cbi_e,0.0
EX_cbl1_e,0.0
EX_cd2_e,0.0
EX_cell4_e,0.0
EX_cgly_e,0.0
EX_chol_e,0.0
EX_chols_e,0.0
EX_chor_e,0.0
EX_cinnm_e,0.0
EX_cit_e,0.0
EX_cl_e,0.0
EX_cm_e,0.0
EX_cmcbtt_e,0.0
EX_co2_e,7.511683292381332
EX_co_e,0.0
EX_cobalt2_e,-3.238100195651877e-05
EX_confrl_e,0.0
EX_creat_e,0.0
EX_crn_e,0.0
EX_cro2_e,0.0
EX_cro4_e,0.0
EX_crtn_e,0.0
EX_csn_e,0.0
EX_cu2_e,-1.0838059907459935e-05
EX_cu_e,0.0
EX_cyan_e,0.0
EX_cys__D_e,0.0
EX_cys__L_e,0.0
EX_dag181d9_e,0.0
EX_dag182d9d12_e,0.0
EX_dca_e,0.0
EX_ddca_e,0.0
EX_dgudbutn_e,0.0
EX_dmanur_e,0.0
EX_dmgly_e,0.0
EX_dmso2_e,0.0
EX_dopa_e,0.0
EX_ecto__L_e,0.0
EX_enter_e,0.0
EX_etha_e,0.0
EX_ethso3_e,0.0
EX_etoh_e,0.0
EX_fald_e,0.0
EX_fcmcbtt_e,0.0
EX_fe2_e,-0.00022113913606264495
EX_fe3_e,0.0
EX_fe3dcit_e,0.0
EX_fe3mcbtt_e,0.0
EX_fe3pyovd_e,0.0
EX_fe3pyovd_kt_e,0.0
EX_fecrm_e,0.0
EX_fecrm_un_e,0.0
EX_feenter_e,0.0
EX_feoxam_e,0.0
EX_feoxam_un_e,0.0
EX_fer_e,0.0
EX_for_e,0.0
EX_fru_e,0.0
EX_fum_e,0.0
EX_ga_e,0.0
EX_galct__D_e,0.0
EX_galur_e,0.0
EX_glc__D_e,0.0
EX_glcn_e,0.0
EX_glcr_e,0.0
EX_glcur_e,0.0
EX_gln__L_e,0.0
EX_glu__L_e,0.0
EX_glutar_e,0.0
EX_gly_e,0.0
EX_glyald_e,0.0
EX_glyb_e,0.0
EX_glyc__R_e,0.0
EX_glyc_e,0.0
EX_glyclt_e,0.0
EX_glycol_e,0.0
EX_glygln_e,0.0
EX_glyglu_e,0.0
EX_glygly_e,0.0
EX_glymet_e,0.0
EX_glyphe_e,0.0
EX_glyser_e,0.0
EX_gua_e,0.0
EX_gudac_e,0.0
EX_gudptn_e,0.0
EX_h2o2_e,0.0
EX_h2o_e,3.517421787442639
EX_h2s_e,0.0
EX_h_e,-0.6195879715538732
EX_hco3_e,0.0
EX_hcys__L_e,0.0
EX_hdca_e,0.0
EX_hdcea_e,0.0
EX_hg2_e,0.0
EX_hgentis_e,0.0
EX_his__L_e,0.0
EX_hisgly_e,0.0
EX_hishis_e,0.0
EX_hom__L_e,0.0
EX_hpta_e,0.0
EX_hxa_e,0.0
EX_hxan_e,0.0
EX_icit_e,0.0
EX_ile__L_e,0.0
EX_ind3ac_e,0.0
EX_indole_e,0.0
EX_ins_e,0.0
EX_isetac_e,0.0
EX_k_e,-1.1448169036793624e-06
EX_lac__D_e,0.0
EX_lac__L_e,0.0
EX_leu__D_e,0.0
EX_leu__L_e,0.0
EX_leuleu_e,0.0
EX_lnlc_e,0.0
EX_lpspput_e,0.0
EX_lys__D_e,0.0
EX_lys__L_e,0.0
EX_m_xyl_e,0.0
EX_mal__D_e,0.0
EX_mal__L_e,0.0
EX_man_e,0.0
EX_manur_e,0.0
EX_mcbtt_e,0.0
EX_meoh_e,0.0
EX_met__L_e,0.0
EX_mg2_e,-0.003073745324133543
EX_mmet_e,0.0
EX_mn2_e,-2.380339138405533e-06
EX_mobd_e,-0.0004699537044525147
EX_mso3_e,0.0
EX_na1_e,0.0
EX_nac_e,0.0
EX_nh4_e,-1.5796153210970163
EX_ni2_e,0.0
EX_no2_e,0.0
EX_no3_e,0.0
EX_no_e,0.0
EX_nona_e,0.0
EX_o2_e,-8.122147091793536
EX_o_xyl_e,0.0
EX_oaa_e,0.0
EX_ocdca_e,0.0
EX_ocdcea_e,0.0
EX_octa_e,0.0
EX_orn__D_e,0.0
EX_orn_e,0.0
EX_orot_e,0.0
EX_oxa_e,0.0
EX_5g2oxpt_e,0.0
EX_p_xyl_e,0.0
EX_pac_e,0.0
EX_pacald_e,0.0
EX_pb2_e,0.0
EX_pea_e,0.0
EX_peamn_e,0.0
EX_pentso3_e,0.0
EX_phe__D_e,0.0
EX_phe__L_e,0.0
EX_phedca_e,0.0
EX_phehpa_e,0.0
EX_phehxa_e,0.0
EX_pheme_e,0.0
EX_phenona_e,0.0
EX_pheocta_e,0.0
EX_phept_e,0.0
EX_phpyr_e,0.0
EX_pi_e,-0.09662098548256408
EX_pnto__R_e,0.0
EX_ppa_e,0.0
EX_ppi_e,0.0
EX_prealg_MG_14_e,0.0
EX_prealg_MG_23_e,0.0
EX_prealg_MG_32_e,0.0
EX_prealg_MG_41_e,0.0
EX_prealginate_G_e,0.0
EX_pro__D_e,0.0
EX_pro__L_e,0.0
EX_progly_e,0.0
EX_pta_e,0.0
EX_ptrc_e,0.0
EX_ptsla_e,0.0
EX_pydam_e,0.0
EX_pyovd_e,0.0
EX_pyovd_kt_e,0.0
EX_pyr_e,0.0
EX_quin_e,0.0
EX_rib__D_e,0.0
EX_sbo3_e,0.0
EX_sel_e,0.0
EX_ser__D_e,0.0
EX_ser__L_e,0.0
EX_sheme_e,0.0
EX_skm_e,0.0
EX_so2_e,0.0
EX_so3_e,0.0
EX_so4_e,-0.028681742399264354
EX_spmd_e,0.0
EX_succ_e,0.0
EX_sulfac_e,0.0
EX_tag160_e,0.0
EX_tag180_e,0.0
EX_tag181d9_e,0.0
EX_tag182d9d12_e,0.0
EX_taur_e,0.0
EX_tcynt_e,0.0
EX_thr__L_e,0.0
EX_thym_e,0.0
EX_tmanur_e,0.0
EX_tnt_e,0.0
EX_tol_e,0.0
EX_trp__L_e,0.0
EX_tsul_e,0.0
EX_ttdca_e,0.0
EX_ttdcea_e,0.0
EX_ttrcyc_e,0.0
EX_tungs_e,0.0
EX_tyr__D_e,0.0
EX_tyr__L_e,0.0
EX_ura_e,0.0
EX_urea_e,0.0
EX_uri_e,0.0
EX_vacc_e,0.0
EX_val__D_e,0.0
EX_val__L_e,0.0
EX_vanln_e,0.0
EX_vanlt_e,0.0
EX_xan_e,0.0
EX_zn2_e,-1.3945546785857505e-06
SK_PHAg_c,0.0
SK_pqqA_kt_c,-3.21175838470459e-05
EX_4hptn_e,0.0
EX_4oxptn_e,0.0
EX_acmtsoxin_e,0.0
EX_acpptrn_e,0.0
EX_d2one_e,0.0
EX_d3one_e,0.0
EX_d4one_e,0.0
EX_mtsoxin_e,0.0
EX_n2one_e,0.0
EX_pptrn_e,0.0
EX_und2one_e,0.0
DM_C70aPHA_c,0.0
DM_C70pPHA_c,0.0
DM_C80aPHA_c,0.0
DM_C80pPHA_c,0.0
DM_C90aPHA_c,0.0
DM_C90pPHA_c,0.0
DM_acmum6p_c,0.0
DM_ppi50_c,0.0
DM_acgam_c,0.0
DM_doxopa_c,3.2146233113779636e-05
DM_tripeptide_c,3.21175838470459e-05
EX_3oxoadp_e,0.0
EX_4abut_e,0.0
EX_4hbz_e,0.0
EX_4hpro_DC_e,0.0
EX_4hpro_LT_e,0.0
EX_5aptn_e,0.0
EX_5mcsn_e,0.0
EX_5oxpro_e,0.0
EX_6atha_e,0.0
EX_6hnac_e,0.0
EX_met__D_e,0.0
EX_LalaLglu_e,0.0
EX_Ncbmpts_e,0.0
EX_R3hdec4e_e,0.0
EX_R_3h4atba_e,0.0
EX_R_3h6atha_e,0.0
EX_R_3hcmrs7e_e,0.0
EX_R_3hdcaa_e,0.0
EX_R_3hdd5ea_e,0.0
EX_R_3hdd6e_e,0.0
EX_R_3hdda_e,0.0
EX_R_3hhdca_e,0.0
EX_R_3hhpa_e,0.0
EX_R_3hhxa_e,0.0
EX_R_3hnonaa_e,0.0
EX_R_3hocta_e,0.0
EX_R_3hpba_e,0.0
EX_R_3hpdeca_e,0.0
EX_R_3hphpa_e,0.0
EX_R_3hphxa_e,0.0
EX_R_3hpnona_e,0.0
EX_R_3hpocta_e,0.0
EX_R_3hppta_e,0.0
EX_R_3hpt_e,0.0
EX_R_3htd58e_e,0.0
EX_R_3htd5e_e,0.0
EX_R_3httdca_e,0.0
EX_T4hcinnm_e,0.0
EX_ac_e,0.0
EX_acac_e,0.0
EX_acald_e,0.0
EX_acon_C_e,0.0
EX_acser_e,0.0
EX_actn__R_e,0.0
EX_ade_e,0.0
EX_adn_e,0.0
EX_adocbl_e,0.0
EX_ag_e,0.0
EX_agm_e,0.0
EX_akg_e,0.0
EX_ala_B_e,0.0
EX_ala__D_e,0.0
EX_ala__L_e,0.0
EX_alaala_e,0.0
EX_alahis_e,0.0
EX_alaleu_e,0.0
EX_alathr_e,0.0
EX_alatrp_e,0.0
EX_algac_MG_14_e,0.0
EX_algac_MG_23_e,0.0
EX_algac_MG_32_e,0.0
EX_algac_MG_41_e,0.0
EX_algac__M_e,0.0
EX_alltn_e,0.0
EX_apc_e,0.0
EX_arbtn_e,0.0
EX_arbtn_fe3_e,0.0
EX_arg__D_e,0.0
EX_arg__L_e,0.0
EX_asn__D_e,0.0
EX_asn__L_e,0.0
EX_aso3_e,0.0
EX_aso4_e,0.0
EX_asp__L_e,0.0
EX_balaala_e,0.0
EX_balabala_e,0.0
EX_balagly_e,0.0
EX_balaleu_e,0.0
EX_balamd_e,0.0
EX_bhb_e,0.0
EX_biliverd_e,0.0
EX_5mtr_e,8.502337667392402e-06
EX_btd_14_RR_e,0.0
DM_RNA_PP_4977,0.0
DM_RNA_PP_0966,0.0
DM_RNA_PP_0967,0.0
DM_RNA_PP_0965,4.961022782534225e-10
DM_RNA_PP_0293,0.0
DM_RNA_PP_0290,4.961022782534225e-10
DM_RNA_PP_0289,0.0
DM_RNA_PP_0292,0.0
DM_RNA_PP_4946,0.0
DM_RNA_PP_0927,0.0
DM_RNA_PP_1664,0.0
DM_RNA_PP_1665,0.0
DM_RNA_PP_3129,0.0
DM_RNA_PP_0838,0.0
DM_RNA_PP_0559,0.0
DM_RNA_PP_0558,0.0
DM_RNA_PP_2196,0.0
DM_RNA_PP_4890,0.0
DM_RNA_PP_5150,0.0
DM_RNA_PP_0873,0.0
DM_RNA_PP_1614,0.0
DM_RNA_PP_3099,0.0
DM_RNA_PP_2169,0.0
DM_RNA_PP_0402,0.0
DM_RNA_PP_0401,7.481817205029954e-13
DM_RNA_PP_4863,0.0
DM_RNA_PP_4864,0.0
DM_RNA_PP_4865,0.0
DM_RNA_PP_4867,0.0
DM_RNA_PP_4866,0.0
DM_RNA_PP_5216,0.0
DM_RNA_PP_2465,0.0
DM_RNA_PP_0280,0.0
DM_RNA_PP_0281,0.0
DM_RNA_PP_2148,0.0
DM_RNA_PP_4832,0.0
DM_RNA_PP_4830,0.0
DM_RNA_PP_2440,0.0
DM_RNA_PP_3600,0.0
DM_RNA_PP_3601,0.0
DM_RNA_PP_3602,0.0
DM_RNA_PP_1412,0.0
DM_RNA_PP_4805,0.0
DM_RNA_PP_4807,0.0
DM_RNA_PP_0542,0.0
DM_RNA_PP_0543,0.0
DM_RNA_PP_0336,0.0
DM_RNA_PP_1807,0.0
DM_RNA_PP_3561,0.0
DM_RNA_PP_0389,0.0
DM_RNA_PP_1463,1.6325915762801437e-07
DM_RNA_PP_1464,1.6325919856085513e-07
DM_RNA_PP_1462,0.0
DM_RNA_PP_2955,0.0
DM_RNA_PP_2057,0.0
DM_RNA_PP_t68,0.0
DM_RNA_PP_5335,5.968715773252315e-09
DM_RNA_PP_5336,0.0
DM_RNA_PP_4719,0.0
DM_RNA_PP_5315,0.0
DM_RNA_PP_5314,0.0
DM_RNA_PP_1418,0.0
DM_RNA_PP_2000,0.0
DM_RNA_PP_2001,3.1498697722070076e-09
DM_RNA_PP_4698,0.0
DM_RNA_PP_5296,0.0
DM_RNA_PP_2887,0.0
DM_RNA_PP_4055,0.0
DM_RNA_PP_23SG,0.0
DM_RNA_PP_4029,0.0
DM_RNA_PP_0722,0.0
DM_RNA_PP_4654,0.0
DM_RNA_PP_4653,0.0
DM_RNA_PP_0528,0.0
DM_RNA_PP_1346,0.0
DM_RNA_PP_3416,0.0
DM_RNA_PP_t70,0.0
DM_RNA_PP_1311,0.0
DM_RNA_PP_0110,0.0
DM_RNA_PP_0514,1.8661773465549762e-10
DM_RNA_PP_0518,1.9840102609813903e-10
DM_RNA_PP_0520,0.0
DM_RNA_PP_0517,1.1792821914124099e-11
DM_RNA_PP_0515,1.928614815391181e-10
DM_RNA_PP_0519,1.9816584221808443e-10
DM_RNA_PP_0516,1.8973960809730786e-10
DM_RNA_PP_1177,0.0
DM_RNA_PP_0662,0.0
DM_RNA_PP_5171,0.0
DM_RNA_PP_4103,0.0
DM_RNA_PP_1156,0.0
DM_RNA_PP_1867,0.0
DM_RNA_PP_2417,0.0
DM_RNA_PP_2416,0.0
DM_RNA_PP_2418,0.0
DM_RNA_PP_0434,0.0
DM_RNA_PP_5136,0.0
DM_RNA_PP_5135,0.0
DM_RNA_PP_5137,0.0
DM_RNA_PP_4651,0.0
DM_RNA_PP_4650,0.0
DM_RNA_PP_5114,0.0
DM_RNA_PP_4507,0.0
DM_RNA_PP_1088,0.0
DM_RNA_PP_t74,0.0
DM_RNA_PP_0567,0.0
DM_RNA_PP_1761,0.0
DM_RNA_PP_3739,0.0
DM_RNA_PP_0955,2.5463114972370573e-10
DM_RNA_PP_0956,0.0
DM_RNA_PP_0957,0.0
DM_RNA_PP_0954,2.5463114972370573e-10
DM_RNA_PP_0953,2.5463114972370573e-10
DM_RNA_PP_2242,0.0
DM_RNA_PP_4947,0.0
DM_RNA_PP_2517,0.0
DM_RNA_PP_1657,0.0
DM_RNA_PP_4919,0.0
DM_RNA_PP_0147,0.0
DM_RNA_PP_4290,0.0
DM_RNA_PP_3630,0.0
DM_RNA_PP_2437,0.0
DM_RNA_PP_3594,0.0
DM_RNA_PP_3595,0.0
DM_RNA_PP_3596,0.0
DM_RNA_PP_3597,0.0
DM_RNA_PP_2117,0.0
DM_RNA_PP_5374,0.0
DM_RNA_PP_0137,0.0
DM_RNA_PP_1638,0.0
DM_RNA_PP_0450,0.0
DM_RNA_PP_0451,1.502256519936883e-07
DM_RNA_PP_0452,1.502256519936883e-07
DM_RNA_PP_1484,0.0
DM_RNA_PP_1481,0.0
DM_RNA_PP_1842,0.0
DM_RNA_PP_3537,0.0
DM_RNA_PP_4124,0.0
DM_RNA_PP_4128,0.0
DM_RNA_PP_4125,0.0
DM_RNA_PP_4126,0.0
DM_RNA_PP_4130,0.0
DM_RNA_PP_4131,0.0
DM_RNA_PP_4129,0.0
DM_RNA_PP_4127,0.0
DM_RNA_PP_0826,0.0
DM_RNA_PP_0825,0.0
DM_RNA_PP_0827,0.0
DM_RNA_PP_0824,0.0
DM_RNA_PP_1436,0.0
DM_RNA_PP_t48,0.0
DM_RNA_PP_4715,0.0
DM_RNA_PP_t49,0.0
DM_RNA_PP_5706,0.0
DM_RNA_PP_0045,0.0
DM_RNA_PP_1995,0.0
DM_RNA_PP_3491,0.0
DM_RNA_PP_0774,0.0
DM_RNA_PP_0117,0.0
DM_RNA_PP_0118,0.0
DM_RNA_PP_1240,3.3038260369680364e-09
DM_RNA_PP_1237,0.0
DM_RNA_PP_0614,0.0
DM_RNA_PP_3433,0.0
DM_RNA_PP_0718,0.0
DM_RNA_PP_4648,0.0
DM_RNA_PP_1343,0.0
DM_RNA_PP_3768,0.0
DM_RNA_PP_1213,0.0
DM_RNA_PP_0311,0.0
DM_RNA_PP_0058,0.0
DM_RNA_PP_5SC,0.0
DM_RNA_PP_5214,0.0
DM_RNA_PP_1304,0.0
DM_RNA_PP_1303,0.0
DM_RNA_PP_4591,0.0
DM_RNA_PP_1173,0.0
DM_RNA_PP_3945,0.0
DM_RNA_PP_0658,0.0
DM_RNA_PP_4560,0.0
DM_RNA_PP_3593,0.0
DM_RNA_PP_5105,0.0
DM_RNA_PP_2676,0.0
DM_RNA_PP_2675,0.0
DM_RNA_PP_3274,0.0
DM_RNA_PP_3276,0.0
DM_RNA_PP_3283,0.0
DM_RNA_PP_3278,0.0
DM_RNA_PP_3282,0.0
DM_RNA_PP_3284,0.0
DM_RNA_PP_3280,0.0
DM_RNA_PP_3277,0.0
DM_RNA_PP_3279,0.0
DM_RNA_PP_4483,0.0
DM_RNA_PP_4484,0.0
DM_RNA_PP_4486,0.0
DM_RNA_PP_4485,0.0
DM_RNA_PP_2325,0.0
DM_RNA_PP_0158,0.0
DM_RNA_PP_3219,0.0
DM_RNA_PP_5014,0.0
DM_RNA_PP_5015,0.0
DM_RNA_PP_2586,0.0
DM_RNA_PP_1014,0.0
DM_RNA_PP_3190,0.0
DM_RNA_PP_0418,0.0
DM_RNA_PP_1705,0.0
DM_RNA_PP_1703,0.0
DM_RNA_PP_1706,0.0
DM_RNA_PP_3737,0.0
DM_RNA_PP_3736,0.0
DM_RNA_PP_4965,0.0
